EMPLOYEE_ID,EMPLOYEE_NAME,DESIGNATION,DEPARTMENT,EMAIL,PHONE,REGION,COUNTRY,JOIN_DATE,STATUS,PROFILE_IMAGE,DISPLAY_COLOR,OLD_EMPLOYEE_CODE,LEGACY_EMPLOYEE_ID,EXPORT_FLAG,CACHE_KEY,TEMP_FLAG,ICON_NAME,REPORT_GROUP,MIGRATION_BATCH
EMP00502,Sneha Kumar,Executive,Finance,sneha.kumar@hoj.com,+918370217197,Americas,UK,2024-01-23,ON_LEAVE,emp_502.jpg,#FF6B6B,OLD502,502,1,emp_502,0,user_icon,GROUP8,BATCH_2025
EMP00503,Arjun Patel,Manager,Inventory,arjun.patel@hoj.com,+919360287354,Americas,Australia,2022-05-23,INACTIVE,emp_503.jpg,#FF6B6B,OLD503,503,1,emp_503,0,user_icon,GROUP3,BATCH_2024
EMP00504,Priya Sharma,Analyst,IT,priya.sharma@hoj.com,+916087337202,Europe,Australia,2024-04-23,ON_LEAVE,emp_504.jpg,#4ECDC4,OLD504,504,1,emp_504,1,user_icon,GROUP5,BATCH_2021
EMP00505,Sneha Sharma,Store Manager,Customer Service,sneha.sharma@hoj.com,+919528665883,Middle East,USA,2024-02-10,ACTIVE,emp_505.jpg,#45B7D1,OLD505,505,0,emp_505,1,user_icon,GROUP7,BATCH_2023
EMP00506, Vikram Reddy,Director,Inventory,vikram.reddy@hoj.com,+917983987046,Middle East,India,2022-11-23,ON_LEAVE,emp_506.jpg,#45B7D1,OLD506,506,0,emp_506,1,user_icon,GROUP1,BATCH_2026
EMP00507,Priya Reddy,Supervisor,HR,priya.reddy@hoj.com,+917340273943,Americas,UAE,2024-09-26,ON_LEAVE,emp_507.jpg,#FF6B6B,OLD507,507,1,emp_507,0,user_icon,GROUP3,BATCH_2023
EMP00508,Amit Nair,Director,HR,amit.nair@hoj.com,+916994550784,Asia-East,UK,2025-06-19,ACTIVE,emp_508.jpg,#45B7D1,OLD508,508,0,emp_508,0,user_icon,GROUP4,BATCH_2023
EMP00509,Arjun Singh,Supervisor,Finance,arjun.singh@hoj.com,+916806411388,Asia-East,USA,2020-06-24,ACTIVE,emp_509.jpg,#4ECDC4,OLD509,509,1,emp_509,0,user_icon,GROUP2,BATCH_2026
EMP00510,Priya Joshi,Analyst,IT,priya.joshi@hoj.com,+919935378798,Asia-East,Australia,2024-12-17,ACTIVE,emp_510.jpg,#45B7D1,OLD510,510,1,emp_510,0,user_icon,GROUP8,BATCH_2023
EMP00511,Deepika Patel,Assistant,HR,deepika.patel@hoj.com,+916379302071,Europe,UK,2025-12-27,ACTIVE,emp_511.jpg,#FF6B6B,OLD511,511,1,emp_511,1,user_icon,GROUP9,BATCH_2024
EMP00512,Anjali Sharma,Analyst,IT,anjali.sharma@hoj.com,+916573807743,Middle East,India,2025-08-23,INACTIVE,emp_512.jpg,#FF6B6B,OLD512,512,0,emp_512,1,user_icon,GROUP3,BATCH_2024
EMP00513,Deepika Desai,Assistant,Operations,deepika.desai@hoj.com,+916216512896,Asia-South,UAE,2021-01-31,ACTIVE,emp_513.jpg,#45B7D1,OLD513,513,0,emp_513,0,user_icon,GROUP5,BATCH_2025
EMP00514,Deepika Gupta,Director,Operations,deepika.gupta@hoj.com,+919665611028,Americas,UK,2024-11-13,INACTIVE,emp_514.jpg,#FF6B6B,OLD514,514,0,emp_514,0,user_icon,GROUP10,BATCH_2024
EMP00515,Rajesh Nair,Supervisor,Operations,rajesh.nair@hoj.com,+917737528068,Middle East,USA,2023-07-11,ON_LEAVE,emp_515.jpg,#4ECDC4,OLD515,515,1,emp_515,0,user_icon,GROUP6,BATCH_2025
EMP00516,Neha Singh,Assistant,IT,neha.singh@hoj.com,+916500842324,Asia-East,UK,2022-01-29,ON_LEAVE,emp_516.jpg,#4ECDC4,OLD516,516,0,emp_516,0,user_icon,GROUP2,BATCH_2022
EMP00517,Vikram Kumar,Store Manager,Operations,vikram.kumar@hoj.com,+918752986924,Europe,India,2021-06-22,ON_LEAVE,emp_517.jpg,#FF6B6B,OLD517,517,1,emp_517,1,user_icon,GROUP9,BATCH_2026
EMP00518,Amit Verma,Store Manager,HR,amit.verma@hoj.com,+919421825934,Asia-South,Australia,2022-07-03,ACTIVE,emp_518.jpg,#FF6B6B,OLD518,518,0,emp_518,0,user_icon,GROUP6,BATCH_2021
EMP00519,RAJESh nair,Supervisor,HR,rajesh.nair@hoj.com,+919934440018,Asia-East,USA,2021-01-29,ON_LEAVE,emp_519.jpg,#FF6B6B,OLD519,519,0,emp_519,1,user_icon,GROUP4,BATCH_2025
EMP00520,Arjun Joshi,Manager,Operations,arjun.joshi@hoj.com,+919296683027,Middle East,USA,2022-11-23,ON_LEAVE,emp_520.jpg,#4ECDC4,OLD520,520,0,emp_520,1,user_icon,GROUP5,BATCH_2026
EMP00521,Deepika Kumar,Manager,Inventory,deepika.kumar@hoj.com,+916496942118,Asia-South,Australia,2021-10-02,ACTIVE,emp_521.jpg,#45B7D1,OLD521,521,0,emp_521,1,user_icon,GROUP3,BATCH_2024
EMP00522,Vikram Verma,Supervisor,Inventory,vikram.verma@hoj.com,+916341386749,Asia-South,Singapore,2023-07-28,ON_LEAVE,emp_522.jpg,#FF6B6B,OLD522,522,0,emp_522,0,user_icon,GROUP6,BATCH_2022
EMP00523,Arjun Patel,Director,IT,arjun.patel@hoj.com,+916210946951,Americas,India,2021-05-26,ON_LEAVE,emp_523.jpg,#4ECDC4,OLD523,523,1,emp_523,1,user_icon,GROUP3,BATCH_2021
EMP00524,Neha Singh,Director,Sales,neha.singh@hoj.com,+917658513997,Asia-East,UAE,2020-11-07,INACTIVE,emp_524.jpg,#4ECDC4,OLD524,524,1,emp_524,1,user_icon,GROUP3,BATCH_2023
EMP00525,Amit Joshi ,Manager,HR,amit.joshi@hoj.com,+916764730959,Asia-East,UAE,2020-08-08,ON_LEAVE,emp_525.jpg,#4ECDC4,OLD525,525,0,emp_525,0,user_icon,GROUP5,BATCH_2021
EMP00526,Sneha Gupta,Executive,Finance,sneha.gupta@hoj.com,+916252418238,Europe,Australia,2025-04-01,INACTIVE,emp_526.jpg,#45B7D1,OLD526,526,0,emp_526,1,user_icon,GROUP8,BATCH_2026
EMP00527,Anjali Nair,Director,Sales,anjali.nair@hoj.com,+917293280689,Americas,UAE,2024-09-22,ACTIVE,emp_527.jpg,#4ECDC4,OLD527,527,1,emp_527,0,user_icon,GROUP5,BATCH_2024
EMP00528,Amit Sharma,Director,Operations,amit.sharma@hoj.com,+918673529150,Asia-East,USA,2023-05-27,ON_LEAVE,emp_528.jpg,#45B7D1,OLD528,528,1,emp_528,1,user_icon,GROUP7,BATCH_2026
EMP00529,Mohit Gupta,Executive,Inventory,mohit.gupta@hoj.com,+919251500025,Americas,USA,2022-04-07,ON_LEAVE,emp_529.jpg,#4ECDC4,OLD529,529,0,emp_529,0,user_icon,GROUP6,BATCH_2023
EMP00530,Anjali Patel,Assistant,Customer Service,anjali.patel@hoj.com,+916917480685,Americas,UK,2020-08-22,ACTIVE,emp_530.jpg,#4ECDC4,OLD530,530,1,emp_530,0,user_icon,GROUP6,BATCH_2023
EMP00531,Neha Nair,Supervisor,HR,neha.nair@hoj.com,,Asia-South,Australia,2025-02-17,INACTIVE,emp_531.jpg,#FF6B6B,OLD531,531,1,emp_531,1,user_icon,GROUP5,BATCH_2023
EMP00532,Anjali Joshi,Executive,Inventory,anjali.joshi@hoj.com,,Americas,UK,2025-09-17,ACTIVE,emp_532.jpg,#45B7D1,OLD532,532,1,emp_532,0,user_icon,GROUP10,BATCH_2023
EMP00533,Sneha Joshi,Coordinator,Finance,sneha.joshi@hoj.com,+919000015151,Asia-South,UK,2026-05-19,ON_LEAVE,emp_533.jpg,#45B7D1,OLD533,533,1,emp_533,0,user_icon,GROUP10,BATCH_2026
EMP00534,Amit Gupta,Coordinator,Operations,amit.gupta@hoj.com,+918793947452,Asia-East,UK,2021-01-29,ACTIVE,emp_534.jpg,#FF6B6B,OLD534,534,0,emp_534,1,user_icon,GROUP7,BATCH_2022
EMP00535,Anjali Sharma,Analyst,HR,anjali.sharma@hoj.com,+916030993001,Middle East,India,2023-03-31,ON_LEAVE,emp_535.jpg,#45B7D1,OLD535,535,0,emp_535,1,user_icon,GROUP10,BATCH_2026
EMP00536,Priya Sharma,Coordinator,Inventory,priya.sharma@hoj.com,+916874095473,Europe,UAE,2024-04-03,ACTIVE,emp_536.jpg,#45B7D1,OLD536,536,0,emp_536,1,user_icon,GROUP5,BATCH_2025
EMP00537,Vikram Sharma,Executive,Sales,vikram.sharma@hoj.com,+916944509061,Europe,India,2022-02-05,ACTIVE,emp_537.jpg,#FF6B6B,OLD537,537,0,emp_537,0,user_icon,GROUP4,BATCH_2026
EMP00538,Amit Patel,Supervisor,Finance,amit.patel@hoj.com,+918736908661,Americas,India,2026-01-20,ON_LEAVE,emp_538.jpg,#45B7D1,OLD538,538,1,emp_538,1,user_icon,GROUP2,BATCH_2022
EMP00539,Sneha Gupta,Executive,Inventory,,+918254267707,Asia-South,Singapore,2025-04-19,ACTIVE,emp_539.jpg,#FF6B6B,OLD539,539,0,emp_539,0,user_icon,GROUP5,BATCH_2022
EMP00540,Mohit Patel,Coordinator,IT,mohit.patel@hoj.com,+919404520773,Asia-South,Singapore,2023-08-25,ON_LEAVE,emp_540.jpg,#4ECDC4,OLD540,540,1,emp_540,1,user_icon,GROUP5,BATCH_2024
EMP00541,Deepika Patel,Analyst,Sales,deepika.patel@hoj.com,+916367095585,Asia-South,USA,2024-01-06,ACTIVE,emp_541.jpg,#FF6B6B,OLD541,541,1,emp_541,1,user_icon,GROUP8,BATCH_2025
EMP00542,Arjun Gupta,Manager,Sales,arjun.gupta@hoj.com,+917308913688,Asia-East,India,2021-05-27,ON_LEAVE,emp_542.jpg,#FF6B6B,OLD542,542,1,emp_542,0,user_icon,GROUP7,BATCH_2025
EMP00543,Mohit Gupta,Analyst,IT,mohit.gupta@hoj.com,+917324943685,Asia-South,UAE,2020-10-17,INACTIVE,emp_543.jpg,#45B7D1,OLD543,543,0,emp_543,0,user_icon,GROUP9,BATCH_2024
EMP00544,Anjali Gupta,Analyst,HR,anjali.gupta@hoj.com,+918278643165,Asia-South,USA,2023-02-22,ON_LEAVE,emp_544.jpg,#45B7D1,OLD544,544,0,emp_544,0,user_icon,GROUP7,BATCH_2022
EMP00545,Sneha Gupta,Manager,Sales,sneha.gupta@hoj.com,+917589543256,Americas,Australia,2026-05-11,ON_LEAVE,emp_545.jpg,#4ECDC4,OLD545,545,1,emp_545,1,user_icon,GROUP9,BATCH_2021
EMP00546,Rajesh Joshi,Executive,Sales,rajesh.joshi@hoj.com,+918990919114,Asia-East,Australia,2023-12-19,ACTIVE,emp_546.jpg,#FF6B6B,OLD546,546,1,emp_546,1,user_icon,GROUP3,BATCH_2021
EMP00547,Neha Patel,Director,IT,neha.patel@hoj.com,+919139379200,Asia-South,UAE,2024-01-18,ACTIVE,emp_547.jpg,#FF6B6B,OLD547,547,1,emp_547,1,user_icon,GROUP7,BATCH_2025
EMP00548,Priya Singh,Analyst,Sales,priya.singh@hoj.com,+917662108901,Americas,USA,2020-07-17,ON_LEAVE,emp_548.jpg,#4ECDC4,OLD548,548,0,emp_548,0,user_icon,GROUP8,BATCH_2023
EMP00549,Vikram Nair,Supervisor,HR,vikram.nair@hoj.com,+919194343234,Americas,UK,2022-12-01,ON_LEAVE,emp_549.jpg,#4ECDC4,OLD549,549,0,emp_549,1,user_icon,GROUP3,BATCH_2021
EMP00550,Vikram Verma,Supervisor,Operations,vikram.verma@hoj.com,+919348902720,Americas,Australia,2021-07-15,INACTIVE,emp_550.jpg,#45B7D1,OLD550,550,1,emp_550,0,user_icon,GROUP2,BATCH_2024
EMP00551,Neha Singh,Store Manager,Inventory,neha.singh@hoj.com,+917732612286,Asia-East,USA,2021-05-30,ACTIVE,emp_551.jpg,#4ECDC4,OLD551,551,0,emp_551,0,user_icon,GROUP1,BATCH_2021
EMP00552,Neha Gupta,Coordinator,Finance,neha.gupta@hoj.com,+916297608955,Americas,India,2024-07-22,INACTIVE,emp_552.jpg,#4ECDC4,OLD552,552,1,emp_552,0,user_icon,GROUP8,BATCH_2022
EMP00553,Priya Gupta,Executive,Customer Service,priya.gupta@hoj.com,+917814272798,Americas,India,2023-04-08,INACTIVE,emp_553.jpg,#45B7D1,OLD553,553,0,emp_553,1,user_icon,GROUP10,BATCH_2024
EMP00554,Rajesh Gupta,Coordinator,Operations,,+916775241493,Asia-East,USA,2025-10-23,ACTIVE,emp_554.jpg,#45B7D1,OLD554,554,1,emp_554,1,user_icon,GROUP1,BATCH_2022
EMP00555,Neha Gupta,Coordinator,Operations,neha.gupta@hoj.com,+916356852658,Asia-East,India,2024-06-01,INACTIVE,emp_555.jpg,#45B7D1,OLD555,555,1,emp_555,0,user_icon,GROUP5,BATCH_2024
EMP00556,Rajesh Verma,Executive,Operations,rajesh.verma@hoj.com,+919552261301,Asia-South,Australia,2021-09-05,INACTIVE,emp_556.jpg,#45B7D1,OLD556,556,1,emp_556,0,user_icon,GROUP2,BATCH_2021
EMP00557,Deepika Singh,Assistant,Inventory,deepika.singh@hoj.com,+919338947676,Asia-East,Singapore,2022-05-15,ACTIVE,emp_557.jpg,#FF6B6B,OLD557,557,0,emp_557,1,user_icon,GROUP6,BATCH_2022
EMP00558,Anjali Patel,Assistant,HR,anjali.patel@hoj.com,+916270789673,Americas,UAE,2024-11-30,ACTIVE,emp_558.jpg,#4ECDC4,OLD558,558,0,emp_558,1,user_icon,GROUP9,BATCH_2023
EMP00559,Vikram Reddy,Executive,Finance,vikram.reddy@hoj.com,+916466222979,Americas,UAE,2022-12-19,INACTIVE,emp_559.jpg,#45B7D1,OLD559,559,0,emp_559,1,user_icon,GROUP3,BATCH_2024
EMP00560,Anjali Sharma,Coordinator,HR,anjali.sharma@hoj.com,+919442955381,Americas,India,2021-05-26,ON_LEAVE,emp_560.jpg,#FF6B6B,OLD560,560,0,emp_560,1,user_icon,GROUP8,BATCH_2023
EMP00561,Vikram Joshi,Assistant,Finance,vikram.joshi@hoj.com,+918730974058,Europe,India,2024-06-10,ON_LEAVE,emp_561.jpg,#4ECDC4,OLD561,561,1,emp_561,1,user_icon,GROUP7,BATCH_2021
EMP00562,Sneha Joshi,Director,Finance,sneha.joshi@hoj.com,+916891215313,Europe,India,2025-06-01,ON_LEAVE,emp_562.jpg,#45B7D1,OLD562,562,0,emp_562,0,user_icon,GROUP2,BATCH_2022
EMP00563,Anjali Desai,Store Manager,HR,anjali.desai@hoj.com,+918372078346,Europe,Singapore,2020-07-26,ACTIVE,emp_563.jpg,#FF6B6B,OLD563,563,1,emp_563,0,user_icon,GROUP8,BATCH_2022
EMP00564,Amit Patel,Manager,Operations,amit.patel@hoj.com,,Middle East,USA,2024-07-03,ON_LEAVE,emp_564.jpg,#4ECDC4,OLD564,564,1,emp_564,1,user_icon,GROUP3,BATCH_2025
EMP00565,Amit Verma,Manager,Operations,amit.verma@hoj.com,+916793850883,Europe,UAE,2021-10-05,ACTIVE,emp_565.jpg,#45B7D1,OLD565,565,0,emp_565,1,user_icon,GROUP5,BATCH_2024
EMP00566,Mohit Nair,Supervisor,IT,mohit.nair@hoj.com,+919244947010,Middle East,USA,2022-08-03,INACTIVE,emp_566.jpg,#45B7D1,OLD566,566,0,emp_566,1,user_icon,GROUP8,BATCH_2022
EMP00567,Deepika Reddy,Executive,Operations,deepika.reddy@hoj.com,+918310421516,Asia-South,UK,2022-06-25,INACTIVE,emp_567.jpg,#4ECDC4,OLD567,567,0,emp_567,1,user_icon,GROUP6,BATCH_2025
EMP00568,Neha Singh,Supervisor,Inventory,neha.singh@hoj.com,+917873890458,Asia-South,Australia,2025-09-09,ACTIVE,emp_568.jpg,#45B7D1,OLD568,568,1,emp_568,0,user_icon,GROUP2,BATCH_2023
EMP00569,Neha Sharma,Analyst,HR,neha.sharma@hoj.com,+919495445505,Middle East,Australia,2023-09-10,ON_LEAVE,emp_569.jpg,#FF6B6B,OLD569,569,0,emp_569,0,user_icon,GROUP9,BATCH_2026
EMP00570,Anjali Gupta,Director,Operations,anjali.gupta@hoj.com,+917209976553,Middle East,UAE,2026-05-10,ON_LEAVE,emp_570.jpg,#4ECDC4,OLD570,570,0,emp_570,1,user_icon,GROUP6,BATCH_2021
EMP00571,Mohit Singh,Supervisor,IT,mohit.singh@hoj.com,+917405228403,Asia-East,India,2024-12-16,INACTIVE,emp_571.jpg,#45B7D1,OLD571,571,1,emp_571,0,user_icon,GROUP7,BATCH_2025
EMP00572,Rajesh Gupta,Assistant,Inventory,rajesh.gupta@hoj.com,+916170169561,Asia-East,UK,2021-11-18,ON_LEAVE,emp_572.jpg,#FF6B6B,OLD572,572,0,emp_572,1,user_icon,GROUP10,BATCH_2021
EMP00573,Sneha Kumar,Analyst,Operations,sneha.kumar@hoj.com,+919488326616,Americas,UK,2023-03-25,INACTIVE,emp_573.jpg,#4ECDC4,OLD573,573,1,emp_573,0,user_icon,GROUP6,BATCH_2023
EMP00574,Rajesh Kumar,Executive,HR,rajesh.kumar@hoj.com,+919403996350,Asia-East,USA,2026-05-03,ON_LEAVE,emp_574.jpg,#45B7D1,OLD574,574,0,emp_574,0,user_icon,GROUP1,BATCH_2024
EMP00575,Amit Patel,Executive,Sales,amit.patel@hoj.com,+919772171164,Americas,UK,2020-09-25,ON_LEAVE,emp_575.jpg,#45B7D1,OLD575,575,1,emp_575,0,user_icon,GROUP6,BATCH_2021
EMP00576,Mohit Joshi,Analyst,Finance,,+919037623123,Asia-East,UAE,2023-07-07,ON_LEAVE,emp_576.jpg,#FF6B6B,OLD576,576,0,emp_576,1,user_icon,GROUP8,BATCH_2024
EMP00577,Deepika Desai,Director,IT,deepika.desai@hoj.com,+919752810499,Asia-South,USA,2020-08-14,ACTIVE,emp_577.jpg,#4ECDC4,OLD577,577,0,emp_577,0,user_icon,GROUP7,BATCH_2024
EMP00578,Amit Gupta,Store Manager,Customer Service,amit.gupta@hoj.com,+918445802053,Europe,USA,2020-12-22,ACTIVE,emp_578.jpg,#4ECDC4,OLD578,578,0,emp_578,0,user_icon,GROUP1,BATCH_2025
EMP00579,Arjun Kumar,Analyst,Inventory,arjun.kumar@hoj.com,+919488562683,Europe,India,2021-02-25,INACTIVE,emp_579.jpg,#4ECDC4,OLD579,579,0,emp_579,1,user_icon,GROUP8,BATCH_2026
EMP00580,Anjali Desai,Coordinator,Finance,,+919037134775,Asia-East,UK,2025-10-18,INACTIVE,emp_580.jpg,#45B7D1,OLD580,580,1,emp_580,0,user_icon,GROUP5,BATCH_2022
EMP00581,Priya Gupta,Assistant,HR,priya.gupta@hoj.com,+917044608307,Middle East,USA,2024-02-16,INACTIVE,emp_581.jpg,#45B7D1,OLD581,581,0,emp_581,1,user_icon,GROUP1,BATCH_2021
EMP00582,Amit Joshi,Coordinator,Inventory,amit.joshi@hoj.com,+917641496852,Europe,India,2022-04-21,ACTIVE,emp_582.jpg,#4ECDC4,OLD582,582,1,emp_582,1,user_icon,GROUP10,BATCH_2024
EMP00583,Vikram Verma,Analyst,IT,vikram.verma@hoj.com,+918388312257,Americas,USA,2025-05-13,INACTIVE,emp_583.jpg,#FF6B6B,OLD583,583,0,emp_583,0,user_icon,GROUP4,BATCH_2021
EMP00584,Amit Nair,Coordinator,Inventory,amit.nair@hoj.com,+919940555263,Europe,Australia,2024-05-18,ON_LEAVE,emp_584.jpg,#FF6B6B,OLD584,584,1,emp_584,1,user_icon,GROUP8,BATCH_2024
EMP00585,Amit Singh,Director,Operations,amit.singh@hoj.com,+919038033379,Europe,Australia,2023-12-14,ON_LEAVE,emp_585.jpg,#45B7D1,OLD585,585,0,emp_585,1,user_icon,GROUP8,BATCH_2023
EMP00586,Rajesh Gupta,Manager,Inventory,rajesh.gupta@hoj.com,+916352820552,Europe,USA,2025-07-19,ON_LEAVE,emp_586.jpg,#45B7D1,OLD586,586,0,emp_586,1,user_icon,GROUP3,BATCH_2025
EMP00587,Mohit Nair,Executive,Customer Service,mohit.nair@hoj.com,+918367045864,Americas,India,2023-04-16,ON_LEAVE,emp_587.jpg,#FF6B6B,OLD587,587,0,emp_587,1,user_icon,GROUP6,BATCH_2022
EMP00588,Rajesh Reddy,Executive,Customer Service,rajesh.reddy@hoj.com,+918393059836,Asia-East,India,2024-11-17,ACTIVE,emp_588.jpg,#4ECDC4,OLD588,588,0,emp_588,0,user_icon,GROUP8,BATCH_2021
EMP00589,Deepika Reddy,Assistant,Customer Service,deepika.reddy@hoj.com,+917475451233,Asia-East,UAE,2023-02-23,ON_LEAVE,emp_589.jpg,#4ECDC4,OLD589,589,1,emp_589,1,user_icon,GROUP10,BATCH_2022
EMP00590,Mohit Kumar,Store Manager,Customer Service,mohit.kumar@hoj.com,+918341920961,Asia-South,USA,2023-05-20,INACTIVE,emp_590.jpg,#45B7D1,OLD590,590,0,emp_590,1,user_icon,GROUP6,BATCH_2022
EMP00591,Sneha Verma,Director,IT,sneha.verma@hoj.com,+918816032980,Americas,USA,2022-11-06,ON_LEAVE,emp_591.jpg,#FF6B6B,OLD591,591,0,emp_591,0,user_icon,GROUP1,BATCH_2022
EMP00592,Vikram Gupta,Executive,IT,vikram.gupta@hoj.com,+918748869158,Americas,India,2024-09-09,ACTIVE,emp_592.jpg,#45B7D1,OLD592,592,1,emp_592,1,user_icon,GROUP2,BATCH_2022
EMP00593,Priya Verma,Analyst,Operations,priya.verma@hoj.com,+916260939812,Asia-South,Australia,2025-05-24,ACTIVE,emp_593.jpg,#45B7D1,OLD593,593,1,emp_593,1,user_icon,GROUP10,BATCH_2023
EMP00594,Arjun Kumar,Supervisor,IT,arjun.kumar@hoj.com,+918810639389,Asia-East,Australia,2023-09-05,ON_LEAVE,emp_594.jpg,#45B7D1,OLD594,594,0,emp_594,0,user_icon,GROUP9,BATCH_2021
EMP00595,Sneha Desai,Coordinator,HR,sneha.desai@hoj.com,+919874804058,Americas,Singapore,2024-01-24,ON_LEAVE,emp_595.jpg,#FF6B6B,OLD595,595,0,emp_595,0,user_icon,GROUP1,BATCH_2023
EMP00596,Rajesh Desai,Store Manager,HR,rajesh.desai@hoj.com,+916179741510,Europe,UK,2022-09-27,INACTIVE,emp_596.jpg,#FF6B6B,OLD596,596,0,emp_596,0,user_icon,GROUP10,BATCH_2023
EMP00597,Rajesh Reddy,Coordinator,HR,rajesh.reddy@hoj.com,+919628661326,Asia-South,USA,2024-01-20,ON_LEAVE,emp_597.jpg,#4ECDC4,OLD597,597,0,emp_597,0,user_icon,GROUP9,BATCH_2023
EMP00598,deepika kumar,Director,Operations,,+918274783205,Asia-South,India,2022-06-24,INACTIVE,emp_598.jpg,#45B7D1,OLD598,598,0,emp_598,0,user_icon,GROUP5,BATCH_2026
EMP00599,Arjun Reddy,Store Manager,Finance,arjun.reddy@hoj.com,+919637269722,Asia-East,UK,2021-07-11,ON_LEAVE,emp_599.jpg,#45B7D1,OLD599,599,0,emp_599,1,user_icon,GROUP7,BATCH_2021
EMP00600,Deepika Singh,Coordinator,Operations,deepika.singh@hoj.com,+919456481221,Asia-East,India,2021-07-08,ACTIVE,emp_600.jpg,#45B7D1,OLD600,600,1,emp_600,1,user_icon,GROUP10,BATCH_2024
EMP00601,Arjun Singh,Assistant,Customer Service,arjun.singh@hoj.com,+919114989428,Asia-South,UK,2020-12-17,INACTIVE,emp_601.jpg,#FF6B6B,OLD601,601,1,emp_601,0,user_icon,GROUP6,BATCH_2023
EMP00602,Amit Sharma,Executive,IT,amit.sharma@hoj.com,+918260582381,Asia-East,India,2025-12-31,INACTIVE,emp_602.jpg,#45B7D1,OLD602,602,0,emp_602,1,user_icon,GROUP4,BATCH_2024
EMP00603,Mohit Patel,Store Manager,Operations,mohit.patel@hoj.com,+918691289469,Americas,UK,2020-07-03,ACTIVE,emp_603.jpg,#4ECDC4,OLD603,603,1,emp_603,1,user_icon,GROUP7,BATCH_2023
EMP00604,Sneha Verma,Supervisor,Operations,sneha.verma@hoj.com,+917609155740,Asia-East,USA,2024-09-23,ON_LEAVE,emp_604.jpg,#4ECDC4,OLD604,604,0,emp_604,0,user_icon,GROUP10,BATCH_2023
EMP00605,Arjun Nair,Manager,IT,arjun.nair@hoj.com,+917295170277,Asia-South,Australia,2025-01-06,ON_LEAVE,emp_605.jpg,#FF6B6B,OLD605,605,0,emp_605,1,user_icon,GROUP7,BATCH_2026
EMP00606,Vikram Joshi,Coordinator,IT,vikram.joshi@hoj.com,+918162400614,Asia-South,UK,2023-06-17,ON_LEAVE,emp_606.jpg,#4ECDC4,OLD606,606,1,emp_606,1,user_icon,GROUP1,BATCH_2026
EMP00607,Rajesh Kumar,Executive,Sales,rajesh.kumar@hoj.com,+918333609152,Middle East,UAE,2023-08-21,ON_LEAVE,emp_607.jpg,#4ECDC4,OLD607,607,1,emp_607,0,user_icon,GROUP2,BATCH_2023
EMP00608,Arjun Gupta,Assistant,Customer Service,arjun.gupta@hoj.com,+916934811552,Asia-East,Australia,2021-04-24,ACTIVE,emp_608.jpg,#4ECDC4,OLD608,608,1,emp_608,1,user_icon,GROUP4,BATCH_2025
EMP00609,Deepika Reddy,Coordinator,Customer Service,deepika.reddy@hoj.com,+918344343900,Middle East,USA,2025-10-25,ACTIVE,emp_609.jpg,#FF6B6B,OLD609,609,0,emp_609,0,user_icon,GROUP9,BATCH_2023
EMP00610,Arjun Nair,Coordinator,IT,arjun.nair@hoj.com,+917009483965,Europe,UAE,2023-05-01,ON_LEAVE,emp_610.jpg,#FF6B6B,OLD610,610,1,emp_610,0,user_icon,GROUP9,BATCH_2022
EMP00611,Deepika Gupta,Executive,Operations,deepika.gupta@hoj.com,,Middle East,Singapore,2025-06-21,INACTIVE,emp_611.jpg,#4ECDC4,OLD611,611,0,emp_611,0,user_icon,GROUP2,BATCH_2022
EMP00612,Amit Gupta,Executive,Inventory,amit.gupta@hoj.com,+919520803513,Middle East,UAE,2020-07-04,INACTIVE,emp_612.jpg,#4ECDC4,OLD612,612,1,emp_612,0,user_icon,GROUP9,BATCH_2025
EMP00613,Amit Reddy,Coordinator,Sales,amit.reddy@hoj.com,+916552652784,Americas,India,2025-07-16,INACTIVE,emp_613.jpg,#45B7D1,OLD613,613,0,emp_613,1,user_icon,GROUP1,BATCH_2026
EMP00614,Anjali Kumar,Coordinator,Customer Service,anjali.kumar@hoj.com,+917315261458,Americas,Australia,2022-12-24,INACTIVE,emp_614.jpg,#4ECDC4,OLD614,614,0,emp_614,0,user_icon,GROUP8,BATCH_2021
EMP00615,Priya Nair,Store Manager,Inventory,priya.nair@hoj.com,+916698895744,Middle East,Australia,2024-11-19,ACTIVE,emp_615.jpg,#45B7D1,OLD615,615,1,emp_615,0,user_icon,GROUP3,BATCH_2024
EMP00616,Sneha Kumar,Assistant,Customer Service,sneha.kumar@hoj.com,+916357228211,Europe,UAE,2022-05-25,ON_LEAVE,emp_616.jpg,#45B7D1,OLD616,616,1,emp_616,0,user_icon,GROUP4,BATCH_2023
EMP00617,Sneha Reddy,Supervisor,Customer Service,sneha.reddy@hoj.com,+917212898945,Asia-South,UK,2024-08-31,INACTIVE,emp_617.jpg,#FF6B6B,OLD617,617,0,emp_617,0,user_icon,GROUP5,BATCH_2025
EMP00618,Priya Singh,Store Manager,Operations,priya.singh@hoj.com,+917802804966,Asia-East,USA,2025-03-22,INACTIVE,emp_618.jpg,#4ECDC4,OLD618,618,0,emp_618,0,user_icon,GROUP9,BATCH_2026
EMP00619,Arjun Desai,Supervisor,Inventory,,+917186866462,Middle East,UK,2020-10-12,INACTIVE,emp_619.jpg,#4ECDC4,OLD619,619,0,emp_619,1,user_icon,GROUP8,BATCH_2026
